2025-07-12 23:00:43.244 INFO: ===========VERIFYING SETTINGS===========
2025-07-12 23:00:43.245 INFO: MACE version: 0.3.13
2025-07-12 23:00:43.341 INFO: CUDA version: 12.4, CUDA device: 0
2025-07-12 23:00:43.565 INFO: ===========LOADING INPUT DATA===========
2025-07-12 23:00:43.565 INFO: Using heads: ['Default']
2025-07-12 23:00:43.565 INFO: Using the key specifications to parse data:
2025-07-12 23:00:43.565 INFO: Default: KeySpecification(info_keys={'energy': 'None', 'stress': 'None', 'virials': 'REF_virials', 'dipole': 'dipole', 'polarizability': 'susceptibility_tensor', 'head': 'head'}, arrays_keys={'forces': 'None', 'dipole_deriv': 'dipole_deriv', 'polarizability_deriv': 'raman_tensor'})
2025-07-12 23:00:43.565 INFO: =============    Processing head Default     ===========
2025-07-12 23:00:43.726 INFO: Training set 1/1 [energy: 0, stress: 0, virials: 0, dipole components: 0, polarizability: 200, head: 200, forces: 0, dipole_deriv: 0, polarizability_deriv: 200]
2025-07-12 23:00:43.727 INFO: Total Training set [energy: 0, stress: 0, virials: 0, dipole components: 0, polarizability: 200, head: 200, forces: 0, dipole_deriv: 0, polarizability_deriv: 200]
2025-07-12 23:00:43.727 INFO: No validation set provided, splitting training data instead.
2025-07-12 23:00:43.729 INFO: Using random 5% of training set for validation with indices saved in: ./valid_indices_123.txt
2025-07-12 23:00:43.730 INFO: Random Split Training set [energy: 0, stress: 0, virials: 0, dipole components: 0, polarizability: 190, head: 190, forces: 0, dipole_deriv: 0, polarizability_deriv: 190]
2025-07-12 23:00:43.730 INFO: Random Split Validation set [energy: 0, stress: 0, virials: 0, dipole components: 0, polarizability: 10, head: 10, forces: 0, dipole_deriv: 0, polarizability_deriv: 10]
2025-07-12 23:00:43.865 INFO: Test set 1/1 [energy: 0, stress: 0, virials: 0, dipole components: 0, polarizability: 200, head: 200, forces: 0, dipole_deriv: 0, polarizability_deriv: 200]
2025-07-12 23:00:43.866 INFO: Total Test set [energy: 0, stress: 0, virials: 0, dipole components: 0, polarizability: 200, head: 200, forces: 0, dipole_deriv: 0, polarizability_deriv: 200]
2025-07-12 23:00:43.866 INFO: Total number of configurations: train=190, valid=10, tests=[Default_Default: 200],
2025-07-12 23:00:43.867 INFO: Atomic Numbers used: [16, 34, 42, 74]
2025-07-12 23:00:43.867 INFO: Processing datasets for head 'Default'
2025-07-12 23:00:44.016 INFO: Combining 1 list datasets for head 'Default'
2025-07-12 23:00:44.024 INFO: Head 'Default' training dataset size: 190
2025-07-12 23:00:44.025 INFO: Computing average number of neighbors
2025-07-12 23:00:44.191 INFO: Average number of neighbors: 18.97270955165692
2025-07-12 23:00:44.191 INFO: During training the following quantities will be reported: dipoles, polarizability, dipole_deriv, polarizability_deriv
2025-07-12 23:00:44.191 INFO: ===========MODEL DETAILS===========
2025-07-12 23:00:44.192 INFO: Building model
2025-07-12 23:00:44.192 INFO: Message passing with 128 channels and max_L=2 (128x0e + 128x1o + 128x2e)
2025-07-12 23:00:44.192 INFO: 2 layers, each with correlation order: 3 (body order: 4) and spherical harmonics up to: l=3
2025-07-12 23:00:44.192 INFO: 8 radial and 5 basis functions
2025-07-12 23:00:44.192 INFO: Radial cutoff: 5.0 A (total receptive field for each atom: 10.0 A)
2025-07-12 23:00:44.192 INFO: Distance transform for radial basis functions: None
2025-07-12 23:00:44.192 INFO: Hidden irreps: 128x0e + 128x1o + 128x2e
2025-07-12 23:00:46.512 INFO: Total number of parameters: 1104272
2025-07-12 23:00:46.512 INFO: 
2025-07-12 23:00:46.512 INFO: ===========OPTIMIZER INFORMATION===========
2025-07-12 23:00:46.512 INFO: Using ADAM as parameter optimizer
2025-07-12 23:00:46.512 INFO: Batch size: 10
2025-07-12 23:00:46.512 INFO: Number of gradient updates: 38000
2025-07-12 23:00:46.512 INFO: Learning rate: 0.01, weight decay: 5e-07
2025-07-12 23:00:46.512 INFO: DipolePolarizabilityDerivLoss(dipole_weight=0.000, polarizability_weight=1.000, dipole_deriv_weight=0.000, polarizability_deriv_weight=0.000)
2025-07-12 23:00:46.517 WARNING: Cannot find checkpoint with tag 'MoWSSe_sus_ndata_all_subset_200_run-123' in './checkpoints'
2025-07-12 23:00:46.517 INFO: Using gradient clipping with tolerance=10.000
2025-07-12 23:00:46.517 INFO: 
2025-07-12 23:00:46.517 INFO: ===========TRAINING===========
2025-07-12 23:00:46.517 INFO: Started training, reporting errors on validation set
2025-07-12 23:00:46.517 INFO: Loss metrics on validation set
2025-07-12 23:00:47.955 INFO: Initial: head: Default, loss=12.6104, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.01 mDebye / A, RMSE_ALPHA_per_atom=   11.23, RMSE_ALPHA_DERIV=   11.69
2025-07-13 01:37:29.245 INFO: Epoch 249: head: Default, loss=0.0007, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.09, RMSE_ALPHA_DERIV=    7.95
2025-07-13 01:38:06.813 INFO: Epoch 250: head: Default, loss=0.0008, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.09, RMSE_ALPHA_DERIV=    7.84
2025-07-13 01:38:44.382 INFO: Epoch 251: head: Default, loss=0.0007, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.08, RMSE_ALPHA_DERIV=    7.90
2025-07-13 01:39:21.939 INFO: Epoch 252: head: Default, loss=0.0007, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.08, RMSE_ALPHA_DERIV=    7.89
2025-07-13 01:39:59.489 INFO: Epoch 253: head: Default, loss=0.0010, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.10, RMSE_ALPHA_DERIV=    8.00
2025-07-13 01:40:37.038 INFO: Epoch 254: head: Default, loss=0.0009, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.09, RMSE_ALPHA_DERIV=    7.86
2025-07-13 01:41:14.611 INFO: Epoch 255: head: Default, loss=0.0008, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.09, RMSE_ALPHA_DERIV=    7.94
2025-07-13 01:41:52.180 INFO: Epoch 256: head: Default, loss=0.0007, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.09, RMSE_ALPHA_DERIV=    7.95
2025-07-13 01:42:29.751 INFO: Epoch 257: head: Default, loss=0.0013, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.11, RMSE_ALPHA_DERIV=    7.97
2025-07-13 01:43:07.321 INFO: Epoch 258: head: Default, loss=0.0007, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.08, RMSE_ALPHA_DERIV=    8.00
2025-07-13 01:43:44.873 INFO: Epoch 259: head: Default, loss=0.0009, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.10, RMSE_ALPHA_DERIV=    7.95
2025-07-13 01:44:22.439 INFO: Epoch 260: head: Default, loss=0.0008, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.09, RMSE_ALPHA_DERIV=    7.89
2025-07-13 01:44:59.987 INFO: Epoch 261: head: Default, loss=0.0009, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.10, RMSE_ALPHA_DERIV=    8.00
2025-07-13 01:45:37.554 INFO: Epoch 262: head: Default, loss=0.0009, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.10, RMSE_ALPHA_DERIV=    7.91
2025-07-13 01:46:15.118 INFO: Epoch 263: head: Default, loss=0.0009, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.09, RMSE_ALPHA_DERIV=    7.96
2025-07-13 01:46:52.666 INFO: Epoch 264: head: Default, loss=0.0011, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.11, RMSE_ALPHA_DERIV=    7.99
2025-07-13 01:47:30.222 INFO: Epoch 265: head: Default, loss=0.0007, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.08, RMSE_ALPHA_DERIV=    7.90
2025-07-13 01:48:07.776 INFO: Epoch 266: head: Default, loss=0.0007, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.08, RMSE_ALPHA_DERIV=    7.97
2025-07-13 01:48:45.355 INFO: Epoch 267: head: Default, loss=0.0008, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.09, RMSE_ALPHA_DERIV=    7.97
2025-07-13 01:49:22.929 INFO: Epoch 268: head: Default, loss=0.0007, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.09, RMSE_ALPHA_DERIV=    7.96
2025-07-13 01:50:00.498 INFO: Epoch 269: head: Default, loss=0.0008, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.09, RMSE_ALPHA_DERIV=    7.94
2025-07-13 01:50:38.082 INFO: Epoch 270: head: Default, loss=0.0010, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.10, RMSE_ALPHA_DERIV=    8.04
2025-07-13 01:51:15.648 INFO: Epoch 271: head: Default, loss=0.0008, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.09, RMSE_ALPHA_DERIV=    7.94
2025-07-13 01:51:53.223 INFO: Epoch 272: head: Default, loss=0.0008, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.09, RMSE_ALPHA_DERIV=    7.91
2025-07-13 01:52:30.780 INFO: Epoch 273: head: Default, loss=0.0009, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.10, RMSE_ALPHA_DERIV=    7.94
2025-07-13 01:53:08.342 INFO: Epoch 274: head: Default, loss=0.0007, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.09, RMSE_ALPHA_DERIV=    7.96
2025-07-13 01:53:45.910 INFO: Epoch 275: head: Default, loss=0.0009, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.10, RMSE_ALPHA_DERIV=    7.95
2025-07-13 01:54:23.468 INFO: Epoch 276: head: Default, loss=0.0008, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.09, RMSE_ALPHA_DERIV=    7.91
2025-07-13 01:55:01.032 INFO: Epoch 277: head: Default, loss=0.0008, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.09, RMSE_ALPHA_DERIV=    7.93
2025-07-13 01:55:38.603 INFO: Epoch 278: head: Default, loss=0.0011, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.11, RMSE_ALPHA_DERIV=    7.96
2025-07-13 01:56:16.179 INFO: Epoch 279: head: Default, loss=0.0017, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.13, RMSE_ALPHA_DERIV=    8.11
2025-07-13 01:56:53.762 INFO: Epoch 280: head: Default, loss=0.0016, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.13, RMSE_ALPHA_DERIV=    7.83
2025-07-13 01:57:31.335 INFO: Epoch 281: head: Default, loss=0.0009, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.09, RMSE_ALPHA_DERIV=    7.93
2025-07-13 01:58:08.899 INFO: Epoch 282: head: Default, loss=0.0008, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.09, RMSE_ALPHA_DERIV=    7.91
2025-07-13 01:58:46.461 INFO: Epoch 283: head: Default, loss=0.0009, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.10, RMSE_ALPHA_DERIV=    7.88
2025-07-13 01:59:24.022 INFO: Epoch 284: head: Default, loss=0.0007, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.09, RMSE_ALPHA_DERIV=    7.96
2025-07-13 02:00:01.574 INFO: Epoch 285: head: Default, loss=0.0009, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.09, RMSE_ALPHA_DERIV=    7.91
2025-07-13 02:00:39.145 INFO: Epoch 286: head: Default, loss=0.0009, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.09, RMSE_ALPHA_DERIV=    7.85
2025-07-13 02:01:16.712 INFO: Epoch 287: head: Default, loss=0.0008, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.09, RMSE_ALPHA_DERIV=    7.89
2025-07-13 02:01:54.276 INFO: Epoch 288: head: Default, loss=0.0008, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.09, RMSE_ALPHA_DERIV=    7.88
2025-07-13 02:02:31.819 INFO: Epoch 289: head: Default, loss=0.0009, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.09, RMSE_ALPHA_DERIV=    7.91
2025-07-13 02:03:09.380 INFO: Epoch 290: head: Default, loss=0.0013, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.11, RMSE_ALPHA_DERIV=    7.90
2025-07-13 02:03:46.950 INFO: Epoch 291: head: Default, loss=0.0012, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.11, RMSE_ALPHA_DERIV=    7.94
2025-07-13 02:04:24.521 INFO: Epoch 292: head: Default, loss=0.0010, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.10, RMSE_ALPHA_DERIV=    7.83
2025-07-13 02:05:02.080 INFO: Epoch 293: head: Default, loss=0.0008, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.09, RMSE_ALPHA_DERIV=    7.98
2025-07-13 02:05:39.644 INFO: Epoch 294: head: Default, loss=0.0009, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.10, RMSE_ALPHA_DERIV=    8.00
2025-07-13 02:06:17.191 INFO: Epoch 295: head: Default, loss=0.0009, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.09, RMSE_ALPHA_DERIV=    7.97
2025-07-13 02:06:54.759 INFO: Epoch 296: head: Default, loss=0.0009, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.10, RMSE_ALPHA_DERIV=    7.97
2025-07-13 02:07:32.308 INFO: Epoch 297: head: Default, loss=0.0014, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.12, RMSE_ALPHA_DERIV=    7.99
2025-07-13 02:08:09.865 INFO: Epoch 298: head: Default, loss=0.0010, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.10, RMSE_ALPHA_DERIV=    7.91
2025-07-13 02:08:47.429 INFO: Epoch 299: head: Default, loss=0.0008, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.09, RMSE_ALPHA_DERIV=    7.97
2025-07-13 02:09:24.996 INFO: Epoch 300: head: Default, loss=0.0008, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.09, RMSE_ALPHA_DERIV=    7.84
2025-07-13 02:10:02.565 INFO: Epoch 301: head: Default, loss=0.0008, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.09, RMSE_ALPHA_DERIV=    7.92
2025-07-13 02:10:40.124 INFO: Epoch 302: head: Default, loss=0.0011, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.10, RMSE_ALPHA_DERIV=    7.97
2025-07-13 02:11:17.695 INFO: Epoch 303: head: Default, loss=0.0010, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.10, RMSE_ALPHA_DERIV=    7.92
2025-07-13 02:11:55.252 INFO: Epoch 304: head: Default, loss=0.0007, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.09, RMSE_ALPHA_DERIV=    7.90
2025-07-13 02:12:32.820 INFO: Epoch 305: head: Default, loss=0.0009, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.10, RMSE_ALPHA_DERIV=    7.90
2025-07-13 02:13:10.368 INFO: Epoch 306: head: Default, loss=0.0007, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.08, RMSE_ALPHA_DERIV=    7.87
2025-07-13 02:13:47.922 INFO: Epoch 307: head: Default, loss=0.0009, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.09, RMSE_ALPHA_DERIV=    7.93
2025-07-13 02:14:25.483 INFO: Epoch 308: head: Default, loss=0.0009, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.09, RMSE_ALPHA_DERIV=    7.85
2025-07-13 02:15:03.062 INFO: Epoch 309: head: Default, loss=0.0011, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.11, RMSE_ALPHA_DERIV=    7.96
2025-07-13 02:15:40.611 INFO: Epoch 310: head: Default, loss=0.0010, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.10, RMSE_ALPHA_DERIV=    7.92
2025-07-13 02:16:18.164 INFO: Epoch 311: head: Default, loss=0.0010, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.10, RMSE_ALPHA_DERIV=    7.93
2025-07-13 02:16:55.718 INFO: Epoch 312: head: Default, loss=0.0010, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.10, RMSE_ALPHA_DERIV=    7.98
2025-07-13 02:17:33.291 INFO: Epoch 313: head: Default, loss=0.0008, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.09, RMSE_ALPHA_DERIV=    7.93
2025-07-13 02:18:10.872 INFO: Epoch 314: head: Default, loss=0.0009, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.10, RMSE_ALPHA_DERIV=    7.91
2025-07-13 02:18:48.437 INFO: Epoch 315: head: Default, loss=0.0008, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.09, RMSE_ALPHA_DERIV=    7.90
2025-07-13 02:19:25.988 INFO: Epoch 316: head: Default, loss=0.0009, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.10, RMSE_ALPHA_DERIV=    7.97
2025-07-13 02:20:03.544 INFO: Epoch 317: head: Default, loss=0.0008, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.09, RMSE_ALPHA_DERIV=    7.93
2025-07-13 02:20:41.112 INFO: Epoch 318: head: Default, loss=0.0008, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.09, RMSE_ALPHA_DERIV=    7.88
2025-07-13 02:21:18.669 INFO: Epoch 319: head: Default, loss=0.0009, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.09, RMSE_ALPHA_DERIV=    7.90
2025-07-13 02:21:56.228 INFO: Epoch 320: head: Default, loss=0.0009, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.10, RMSE_ALPHA_DERIV=    7.95
2025-07-13 02:22:33.793 INFO: Epoch 321: head: Default, loss=0.0009, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.09, RMSE_ALPHA_DERIV=    7.94
2025-07-13 02:23:11.342 INFO: Epoch 322: head: Default, loss=0.0010, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.10, RMSE_ALPHA_DERIV=    7.94
2025-07-13 02:23:48.900 INFO: Epoch 323: head: Default, loss=0.0013, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.11, RMSE_ALPHA_DERIV=    7.99
2025-07-13 02:24:26.462 INFO: Epoch 324: head: Default, loss=0.0010, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.10, RMSE_ALPHA_DERIV=    7.98
2025-07-13 02:25:04.026 INFO: Epoch 325: head: Default, loss=0.0008, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.09, RMSE_ALPHA_DERIV=    7.89
2025-07-13 02:25:41.581 INFO: Epoch 326: head: Default, loss=0.0008, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.09, RMSE_ALPHA_DERIV=    7.91
2025-07-13 02:26:19.159 INFO: Epoch 327: head: Default, loss=0.0008, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.09, RMSE_ALPHA_DERIV=    7.90
2025-07-13 02:26:56.727 INFO: Epoch 328: head: Default, loss=0.0011, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.11, RMSE_ALPHA_DERIV=    7.84
2025-07-13 02:27:34.306 INFO: Epoch 329: head: Default, loss=0.0008, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.09, RMSE_ALPHA_DERIV=    7.88
2025-07-13 02:28:11.872 INFO: Epoch 330: head: Default, loss=0.0008, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.09, RMSE_ALPHA_DERIV=    7.96
2025-07-13 02:28:49.437 INFO: Epoch 331: head: Default, loss=0.0009, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.09, RMSE_ALPHA_DERIV=    7.95
2025-07-13 02:29:26.999 INFO: Epoch 332: head: Default, loss=0.0009, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.10, RMSE_ALPHA_DERIV=    7.94
2025-07-13 02:30:04.560 INFO: Epoch 333: head: Default, loss=0.0009, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.09, RMSE_ALPHA_DERIV=    7.96
2025-07-13 02:30:42.127 INFO: Epoch 334: head: Default, loss=0.0008, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.09, RMSE_ALPHA_DERIV=    7.94
2025-07-13 02:31:19.695 INFO: Epoch 335: head: Default, loss=0.0009, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.09, RMSE_ALPHA_DERIV=    7.93
2025-07-13 02:31:57.256 INFO: Epoch 336: head: Default, loss=0.0010, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.10, RMSE_ALPHA_DERIV=    7.93
2025-07-13 02:32:34.806 INFO: Epoch 337: head: Default, loss=0.0010, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.10, RMSE_ALPHA_DERIV=    7.94
2025-07-13 02:33:12.377 INFO: Epoch 338: head: Default, loss=0.0010, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.10, RMSE_ALPHA_DERIV=    7.96
2025-07-13 02:33:49.949 INFO: Epoch 339: head: Default, loss=0.0009, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.10, RMSE_ALPHA_DERIV=    7.93
